from_id,to_id,from_fraction
BASN,16001,0.05664288056705596
BASN,16003,0.0008086189611512998
BASN,16005,0.010517177201166029
BASN,16007,0.0007878618865427149
BASN,16011,0.0053006699006758065
BASN,16013,0.0076406199365275495
BASN,16015,0.0014714679647958382
BASN,16019,0.015046613743041864
BASN,16023,0.000357545349779672
BASN,16025,0.0001345732040136388
BASN,16027,0.02337624023975892
BASN,16029,0.0008490609038967567
BASN,16031,0.00262916703760229
BASN,16033,8.207500888003733e-05
BASN,16035,0.0018770581374208985
BASN,16037,0.0008895807328016161
BASN,16039,0.004286746863584486
BASN,16041,0.0014207991161009988
BASN,16043,0.002628949763702181
BASN,16045,0.0024808665434054465
BASN,16047,0.0022929636581277934
BASN,16049,0.00233428055133985
BASN,16051,0.002808913964384815
BASN,16053,0.003224702472973918
BASN,16059,0.0013393470740658523
BASN,16063,0.00045870705171107253
BASN,16065,0.004112868218532341
BASN,16067,0.0030392948422102322
BASN,16071,0.0005199374270064402
BASN,16073,0.0014200468530840642
BASN,16075,0.003164345259754749
BASN,16077,0.000728637950449305
BASN,16079,0.002006310848797376
BASN,16081,0.001465586661254367
BASN,16083,0.013511553481606616
BASN,16085,0.0037971109572928364
BASN,16087,0.0016067765483176186
BASN,32001,0.0030127408717272033
BASN,32003,0.36624631858609075
BASN,32005,0.00619649845397897
BASN,32007,0.007338953945164221
BASN,32009,0.0004215089884429132
BASN,32011,0.00048008945274033817
BASN,32013,0.002359444677117498
BASN,32015,0.0007659989460349166
BASN,32017,0.0007571972548481641
BASN,32019,0.00537301226843553
BASN,32021,0.0008355302555223059
BASN,32023,0.006389616403620729
BASN,32027,0.000666660323463617
BASN,32029,0.0009650593051409446
BASN,32031,0.06478578826694721
BASN,32033,0.0017062292314010254
BASN,32510,0.006782460351188708
BASN,49001,0.0009554375096615196
BASN,49003,0.006407182167069312
BASN,49005,0.0072158833830647025
BASN,49007,0.0020098481167086847
BASN,49009,0.000237041136777291
BASN,49011,0.029258136617068296
BASN,49013,0.002273746030955027
BASN,49015,0.0008908502843554944
BASN,49017,0.0005227661222235575
BASN,49019,0.0011278475797509274
BASN,49021,0.005281288893101863
BASN,49023,0.0011537390419573326
BASN,49025,0.0011892852970790332
BASN,49027,0.000916668687293685
BASN,49029,0.0006029151306114132
BASN,49031,0.00013711087499166522
BASN,49033,0.00045431067186874833
BASN,49035,0.13043923659375278
BASN,49037,0.0011390282614138771
BASN,49039,0.002411796107165586
BASN,49041,0.0019308552364641818
BASN,49043,0.008746286051411699
BASN,49045,0.00500214226427897
BASN,49047,0.003234736019034809
BASN,49049,0.05045745761999655
BASN,49051,0.002259223197102844
BASN,49053,0.02012917857305085
BASN,49055,0.0003103487994421271
BASN,49057,0.024201142263802895
BASN,56003,0.001924417379182044
BASN,56013,0.004048078074669179
BASN,56017,0.00044707688974947513
BASN,56023,0.002093302121990574
BASN,56029,0.004079543714605576
BASN,56035,0.0009620868385795331
BASN,56037,0.0056635588595792185
BASN,56039,0.004208693448289322
BASN,56041,0.0024192234035607094
BASN,56043,0.0011154662736603828
CANO,06001,0.0908953087332915
CANO,06003,0.0001939791806791103
CANO,06005,0.0019613794337412856
CANO,06007,0.0155401467001145
CANO,06009,0.002950736475048268
CANO,06011,0.0009958007342083055
CANO,06013,0.06555317104040947
CANO,06015,0.001126770992179021
CANO,06017,0.012562314917400896
CANO,06019,0.07774827599454925
CANO,06021,0.0017908551376713748
CANO,06023,0.007328098879004757
CANO,06031,0.008538499947721503
CANO,06033,0.003998076579850461
CANO,06039,0.009181104893369409
CANO,06041,0.013424151280430735
CANO,06043,0.0013744180811803002
CANO,06045,0.005598563240686892
CANO,06047,0.01964060870976956
CANO,06053,0.019722908847329614
CANO,06055,0.009854674542932923
CANO,06057,0.006604304493070795
CANO,06061,0.028813037896079016
CANO,06063,0.0020145468165208755
CANO,06067,0.11369685880760216
CANO,06069,0.0032264436806026587
CANO,06075,0.0668386559353714
CANO,06077,0.048309732870786395
CANO,06079,0.017329199710546327
CANO,06081,0.03959818845264179
CANO,06083,0.02158482757116072
CANO,06085,0.11000413382884386
CANO,06087,0.01525873398892105
CANO,06089,0.014910749822305636
CANO,06091,0.0002829174383625367
CANO,06095,0.03002299933492044
CANO,06097,0.03489376384307402
CANO,06099,0.04195002759225322
