from_id,to_id,from_fraction
BASN,16001,0.010752688172043012
BASN,16003,0.010752688172043012
BASN,16005,0.010752688172043012
BASN,16007,0.010752688172043012
BASN,16011,0.010752688172043012
BASN,16013,0.010752688172043012
BASN,16015,0.010752688172043012
BASN,16019,0.010752688172043012
BASN,16023,0.010752688172043012
BASN,16025,0.010752688172043012
BASN,16027,0.010752688172043012
BASN,16029,0.010752688172043012
BASN,16031,0.010752688172043012
BASN,16033,0.010752688172043012
BASN,16035,0.010752688172043012
BASN,16037,0.010752688172043012
BASN,16039,0.010752688172043012
BASN,16041,0.010752688172043012
BASN,16043,0.010752688172043012
BASN,16045,0.010752688172043012
BASN,16047,0.010752688172043012
BASN,16049,0.010752688172043012
BASN,16051,0.010752688172043012
BASN,16053,0.010752688172043012
BASN,16059,0.010752688172043012
BASN,16063,0.010752688172043012
BASN,16065,0.010752688172043012
BASN,16067,0.010752688172043012
BASN,16071,0.010752688172043012
BASN,16073,0.010752688172043012
BASN,16075,0.010752688172043012
BASN,16077,0.010752688172043012
BASN,16079,0.010752688172043012
BASN,16081,0.010752688172043012
BASN,16083,0.010752688172043012
BASN,16085,0.010752688172043012
BASN,16087,0.010752688172043012
BASN,32001,0.010752688172043012
BASN,32003,0.010752688172043012
BASN,32005,0.010752688172043012
BASN,32007,0.010752688172043012
BASN,32009,0.010752688172043012
BASN,32011,0.010752688172043012
BASN,32013,0.010752688172043012
BASN,32015,0.010752688172043012
BASN,32017,0.010752688172043012
BASN,32019,0.010752688172043012
BASN,32021,0.010752688172043012
BASN,32023,0.010752688172043012
BASN,32027,0.010752688172043012
BASN,32029,0.010752688172043012
BASN,32031,0.010752688172043012
BASN,32033,0.010752688172043012
BASN,32510,0.010752688172043012
BASN,49001,0.010752688172043012
BASN,49003,0.010752688172043012
BASN,49005,0.010752688172043012
BASN,49007,0.010752688172043012
BASN,49009,0.010752688172043012
BASN,49011,0.010752688172043012
BASN,49013,0.010752688172043012
BASN,49015,0.010752688172043012
BASN,49017,0.010752688172043012
BASN,49019,0.010752688172043012
BASN,49021,0.010752688172043012
BASN,49023,0.010752688172043012
BASN,49025,0.010752688172043012
BASN,49027,0.010752688172043012
BASN,49029,0.010752688172043012
BASN,49031,0.010752688172043012
BASN,49033,0.010752688172043012
BASN,49035,0.010752688172043012
BASN,49037,0.010752688172043012
BASN,49039,0.010752688172043012
BASN,49041,0.010752688172043012
BASN,49043,0.010752688172043012
BASN,49045,0.010752688172043012
BASN,49047,0.010752688172043012
BASN,49049,0.010752688172043012
BASN,49051,0.010752688172043012
BASN,49053,0.010752688172043012
BASN,49055,0.010752688172043012
BASN,49057,0.010752688172043012
BASN,56003,0.010752688172043012
BASN,56013,0.010752688172043012
BASN,56017,0.010752688172043012
BASN,56023,0.010752688172043012
BASN,56029,0.010752688172043012
BASN,56035,0.010752688172043012
BASN,56037,0.010752688172043012
BASN,56039,0.010752688172043012
BASN,56041,0.010752688172043012
BASN,56043,0.010752688172043012
CANO,06001,0.022727272727272728
CANO,06003,0.022727272727272728
CANO,06005,0.022727272727272728
CANO,06007,0.022727272727272728
CANO,06009,0.022727272727272728
CANO,06011,0.022727272727272728
CANO,06013,0.022727272727272728
CANO,06015,0.022727272727272728
CANO,06017,0.022727272727272728
CANO,06019,0.022727272727272728
CANO,06021,0.022727272727272728
CANO,06023,0.022727272727272728
CANO,06031,0.022727272727272728
CANO,06033,0.022727272727272728
CANO,06039,0.022727272727272728
CANO,06041,0.022727272727272728
CANO,06043,0.022727272727272728
CANO,06045,0.022727272727272728
CANO,06047,0.022727272727272728
CANO,06053,0.022727272727272728
CANO,06055,0.022727272727272728
CANO,06057,0.022727272727272728
CANO,06061,0.022727272727272728
CANO,06063,0.022727272727272728
CANO,06067,0.022727272727272728
CANO,06069,0.022727272727272728
CANO,06075,0.022727272727272728
CANO,06077,0.022727272727272728
CANO,06079,0.022727272727272728
CANO,06081,0.022727272727272728
CANO,06083,0.022727272727272728
CANO,06085,0.022727272727272728
CANO,06087,0.022727272727272728
CANO,06089,0.022727272727272728
CANO,06091,0.022727272727272728
CANO,06095,0.022727272727272728
CANO,06097,0.022727272727272728
CANO,06099,0.022727272727272728
CANO,06101,0.022727272727272728
CANO,06103,0.022727272727272728
CANO,06105,0.022727272727272728
CANO,06109,0.022727272727272728
CANO,06113,0.022727272727272728
CANO,06115,0.022727272727272728
CASO,06025,0.09090909090909091
CASO,06027,0.09090909090909091
CASO,06029,0.09090909090909091
CASO,06037,0.09090909090909091
CASO,06051,0.09090909090909091
CASO,06059,0.09090909090909091
CASO,06065,0.09090909090909091
CASO,06071,0.09090909090909091
CASO,06073,0.09090909090909091
CASO,06107,0.09090909090909091
CASO,06111,0.09090909090909091
FRCC,12001,0.017543859649122806
FRCC,12003,0.017543859649122806
FRCC,12007,0.017543859649122806
FRCC,12009,0.017543859649122806
FRCC,12011,0.017543859649122806
FRCC,12015,0.017543859649122806
FRCC,12017,0.017543859649122806
FRCC,12019,0.017543859649122806
FRCC,12021,0.017543859649122806
FRCC,12023,0.017543859649122806
FRCC,12027,0.017543859649122806
FRCC,12029,0.017543859649122806
FRCC,12031,0.017543859649122806
FRCC,12035,0.017543859649122806
FRCC,12037,0.017543859649122806
FRCC,12039,0.017543859649122806
FRCC,12041,0.017543859649122806
FRCC,12043,0.017543859649122806
FRCC,12047,0.017543859649122806
