from_id,to_id,from_fraction
2023,2024,0.857
2030,2024,0.143
2023,2026,0.517
2030,2026,0.429
2023,2028,0.286
2030,2028,0.714
2030,2030,1
2030,2035,0.75
2050,2035,0.25
2030,2040,0.5
2050,2040,0.5
2030,2045,0.25
2050,2045,0.75
2050,2050,1
