geography,total_electricity
G1302990,266337494.56965125
G2700550,81636547.0967836
G5400230,82026658.92805642
G3101070,73965474.02549052
G2701290,75425366.2812976
G2901830,2666548554.57358
G4701470,486698190.8695468
G2601330,122411818.09901015
G0100070,121333446.44732925
G5106200,89876455.54007512
G5501130,134756280.1131186
G4200390,472365120.29537225
G5501210,137348514.50186518
G4201270,453830685.804059
G4200530,61894023.00333787
G0100770,820195925.7293913
G1200110,15077334155.03787
G0500070,1768416576.7012315
G2800870,585087324.1839312
G1901650,80426248.8300345
G4600570,35039981.51616638
G1701910,116295951.0978212
G1900770,94262026.32288608
G3000330,5434534.832642682
G1700410,101556756.78361678
G4800850,7546252431.2076235
G4800890,178566925.73615903
G4700150,85772738.42952035
G5100170,39010734.02907949
G0500770,62326967.53066821
G1700670,104638256.41277175
G4100690,21123849.53459511
G5000010,141263435.82749993
G4500390,185242792.59535378
G1901130,1633068988.8462672
G5400670,184259209.065153
G2700370,2095591250.7518382
G2902190,262035913.35970318
G2900970,1072004443.936837
G3900750,154072976.59256947
G0500850,530572379.32826465
G5500230,97519631.50992163
G2900710,847526583.6215639
G4000730,122285081.43167801
G3701130,307588826.24056035
G2101990,493161176.8464619
G0500170,76954660.56433398
G4804750,60304325.35318717
G1303010,35866160.08339459
G1701830,480530130.38703054
G1901510,43024661.88691811
G4800870,18626643.553525906
G1200350,738490649.9855378
G2101790,345767755.8797308
G1301670,73775095.96730705
G1701990,499142349.1653746
G2001450,42241737.004567765
G3100270,70864593.36481594
G4801370,27074263.183230374
G3701330,1323862801.8620057
G5600130,183457016.84149265
G2000490,26041416.710160643
G1700630,272887296.91064435
G3700510,2911951506.6219683
G2900210,687130819.2713982
G1302190,231492307.5347627
G0101170,1512288472.6339426
G1800610,338034501.6928278
G1800850,424496989.8892565
G5107100,1868126427.0112572
G1201110,2644132159.415114
G0400010,384226859.2528895
G4600070,17579448.36891244
G4700850,120742928.71630716
G1301970,63852330.06518546
G3500490,863910941.0112095
G1303070,30095061.84862569
G2400450,776275820.3651776
G5600370,256669855.15577576
G0800770,848790071.3469706
G2100470,501731506.31948197
G1600750,143406656.41893935
G1301330,137518208.90928355
G1800790,200700617.9113097
G1201270,4827002916.765051
G4700530,347120378.39187855
G4000970,393551568.8029941
G4200510,819622155.7316198
G2600450,727616704.090898
G2001230,50114713.67650767
G4804870,104054267.05751942
G4801610,181829921.13908044
G2101010,386055040.77613443
G3700430,84690272.18233547
G0100550,776554372.1962478
G5100990,170926927.84815517
G2902270,30876945.35377561
G4802850,199602734.2330162
G2600290,135228434.58564502
G5105800,45596379.67641035
G2601630,10932364720.76017
G1600570,234686528.4209344
G4201050,128961567.74573043
G5300310,261702709.3146288
G3800910,25411779.920635484
G1900830,99560844.44525595
G4800530,364634641.9630764
G2101030,129839320.2841435
G3101510,97840604.11406454
G1600250,6098795.057741413
G4600950,12036549.14747256
G2000610,218709153.07250708
G2601290,120028730.6916886
G4400050,468708558.6130856
G2200570,654950378.3295515
G5400570,222963426.57630575
G5101710,348679242.17133385
G0100630,72732459.63267584
G5108200,177246014.1156434
G1301470,204715543.28373933
G2700430,98752232.31448536
G2200250,84067904.85916625
G2901810,99028397.72801732
G0500090,260375100.6971684
G4803530,125794874.63733755
G3100910,24532026.681986116
G1600710,23563322.530689612
G3800110,17958131.962435108
G4200490,1746605433.1841235
G3901230,316372796.6549542
G2901210,105692536.54523829
G4801350,925377384.5687244
G5100370,94988082.72596085
G4000250,17477262.497738186
G0201500,34362628.54648165
G5400830,180916781.2937708
G2902290,139085026.42369416
G0500950,91942957.27022022
G0600090,242106438.51450604
G3901510,2422088743.1204605
G0800010,2376625725.131036
G2700630,59200351.50125195
G5501150,203486837.48933947
G5100570,68739376.10161251
G2900490,108062795.93901846
G2101910,88630842.65669738
G3900570,1096866737.2019262
G4600890,20997643.62021733
G0400070,426291760.1123737
G2800590,1198345523.5921705
G2100110,68979323.22203916
G2901550,184613117.55830926
G5300390,151051298.80519858
G3701470,1263902999.361551
G2601150,727552033.0970981
G5500370,38850871.07068509
G0801250,57564674.90666427
G1800930,317063278.5062651
G3600710,1978672343.016241
G0800140,392054673.3887412
G5100090,241479409.61126208
G4802110,35152652.31537249
G0500570,165847551.14332336
G3900450,918339081.8588006
G4500750,761079151.1802648
G4100710,588506026.518768
G3701990,101198611.55053768
G2201250,69817564.37878141
G4801490,215596943.53210565
G3900130,453514346.72285163
G4800350,178314065.05822662
G1701850,87053595.74498579
G2600970,91762009.55162582
G4803830,23738219.544478487
G3100130,80852382.88222314
G0500650,101679596.23362213
G0800250,12054433.662167924
G4600030,22303761.312903542
G3800750,39292719.31339979
G3100150,21844905.1855729
G4801790,137153818.72131497
G1300810,174581493.74249732
G4801990,376443434.72094923
G5000210,344989619.2322771
G2000530,39416094.272005215
G4200710,3347597059.5691175
G4001170,124953098.10481375
G3100930,39183771.841894366
G1301850,859409388.5008527
G4200150,294156883.97128797
G5000070,715491951.2129692
G0100390,278876127.6905662
G1701170,296649044.11101896
G4701870,1451340889.5370877
G0100490,472563636.20117676
G1701050,198468707.24460983
G1200610,1265454873.70067
G3000530,158718290.28829926
G4900450,226694762.47598428
G2900290,600362988.6694613
G4700970,160740441.318576
G3100390,71675042.29966639
G3400210,2466772378.265377
G5400150,62599748.009656094
G0601070,2326610304.8470545
G0501430,1578216747.1377766
G2900830,201491600.38351852
G4200210,825839223.5323024
G1700390,102927150.18405446
G2901110,57158790.66747916
G3000070,32125711.435572322
G4701250,1366103673.4776907
G4600310,29473680.18458275
G2901790,50401617.62209004
G2200810,50940683.82283065
G4800510,165306678.369617
G2601190,64118995.91621497
G1900030,21104592.76365235
G2000750,10587127.146128934
G5107400,615700664.4288733
G2300050,2085144973.4424105
G4804810,297983298.092474
G4100490,38840402.065552406
G4100230,74588866.61058535
G2200730,1304286128.1330032
G4100470,1881215133.871045
G5300250,641413951.9925661
G2601270,109340259.84280485
G5106300,274074748.9771562
G1200860,22276010715.260082
G1200990,13741150222.033
G2701650,64761865.020652
G5400610,777793120.2203403
G4800910,1087040845.5215502
G2200010,444420658.1438348
G4900350,5911445575.695124
G2601490,281520590.4199472
G2300190,771227179.3312128
G5501390,920422992.9855739
G2600270,300188864.969922
G4804770,263009438.3353362
G4500270,304636665.7526777
G2100890,289762402.53930736
G4500570,598423639.3198359
G5000090,36657054.78207352
G5500670,100292805.81486064
G1600670,137739429.6178913
G5400430,157431184.72557893
G0500290,211795060.36606258
G4201230,211628081.1332035
G1900010,55343662.179861106
G1301370,263085851.95020947
G5100830,247844196.0492918
G2601130,63607584.03085448
G5400370,438243444.3838229
G1301410,70070311.48493537
G3101550,129782419.02817637
G1701650,158004363.84748307
G0500870,118100412.10218908
G5101530,2609727765.814177
G0600430,112770309.87969217
G2001870,13612243.032792658
G0501130,166740149.83976766
G2000890,14305745.400651231
G4600630,10612674.347338932
G2000810,24028659.63607909
G1201070,588924890.2612187
G1300130,531576536.07024956
G2800470,1665965704.6228876
G5105500,1569593251.8955133
G2800010,343770772.35123634
G2200490,129585186.60588275
G2600190,112323522.03712928
G0600070,1275061193.4927638
G4700450,303207860.4263132
G4700230,134271223.97785652
G4800230,40952642.24395867
G5107750,203708982.48583183
G4803510,89985019.4762559
G1300870,197468954.25924557
G4000930,58665376.95030305
G0900150,670544358.5520749
G4801530,66093564.62667717
G0500490,84049798.07194722
G0100910,128503594.88426496
G0500370,122120796.76665634
G4701570,8707928029.171711
G1801750,184406319.55209634
G4701650,1180355973.202051
G1302670,149279458.75461525
G3000310,652429128.2314489
G0800990,60329504.14326544
G5400090,163819255.13319215
G4701290,136190368.29369053
G1801150,42057819.74303931
G4000050,113264338.43532258
G4000270,2000073139.0735707
G5400990,315908900.56272584
G3701070,601015180.7351011
G4802350,4670951.912944855
G5500570,140497640.42452207
G3900310,194028478.83849147
G5100890,454774718.96973383
G1801670,770114656.6002825
G4201190,356746775.54337364
G3100190,353880334.71740836
G3600230,294035769.00645393
G4803130,85188434.9900485
G1200490,168553951.16270038
G2601170,311317933.5185405
G3900630,693800825.9278109
G0501350,158806728.87736765
G2800190,57992999.93620969
G1701130,995046182.2646835
G4701090,186267804.35592127
G4900470,146596732.9126549
G1701290,49161239.8728346
G4000990,116187602.62207252
G4801890,340262737.5138082
G3600790,599267003.9242009
G4801150,60646475.50464955
G1801310,52321818.613447905
G3901590,313261414.26422286
G5101450,191494047.30534616
G0100110,62862911.297034614
G1302370,196926817.13254753
G4800930,114106153.22496316
G4701710,146651755.4400513
G2900350,49503484.754815765
G3800250,31862243.467449013
G2901990,25918913.04650608
G4000030,60666941.54442492
G4805050,110339350.13605736
G4200910,6214266293.1462
G5400310,83421671.96517177
G5101990,532930910.6294994
G4804730,290107092.23494434
G0500350,392407298.4870551
G5000110,188998045.55506226
G0500890,140192117.59681332
G4000430,37535033.72993048
G0800130,1681214187.8222065
G5101650,587970822.0962478
G3500150,353753006.3127724
G2001790,9259430.692461196
G0100510,562790961.443419
G4600050,143019790.47393394
G1800450,125502870.54870598
G4600410,31190543.20378776
G2001250,250038807.89260408
G4100550,10411162.540460221
G3800330,9980469.4173047
G5107350,59052555.42141028
G2800050,83696776.86230256
G1300110,144555639.23681512
G1302070,179616767.6335356
G4701050,384945633.5678561
G4803110,9443519.50708
G2701190,281166362.8246628
G5108400,289858005.07974255
G5100810,69638205.76410775
G2500130,3168906001.924346
G2601070,196157493.7969324
G4701170,249784465.36191112
G4804410,979320553.7477682
G4001470,498470236.6931809
G1801730,412108843.3350199
G1901550,959053535.5282743
G1700570,207197457.8345225
G2200870,306819112.1740695
G3700310,826294734.583983
G3800550,111513724.74711806
G1700970,4062360202.812112
G2000450,716084659.023763
G2000510,266885890.60393023
G5100350,233122455.98712358
G5500530,166145703.4776076
G4700250,205775042.5409217
G1000050,1691424449.5753124
G0600390,753305022.7148497
G3400230,4682239585.109652
G5100250,105984781.11190377
G2600530,97766533.91043651
G3400090,806635338.8598635
G0800710,78316269.24363378
G5500310,262311440.92620903
G1700530,89646775.7432698
G4001230,291046663.3136648
G0600630,165292549.5356636
G3600990,206136656.4529516
G1800650,341074993.9444376
G3100330,76242872.93991199
G3601170,617460009.6125686
G1600370,40315385.34315217
G3801050,263879013.3856932
G4900030,290370517.82322824
G0100650,110686881.02335389
G3101570,274637994.59030044
G4801730,4589681.080380615
G1700750,183014447.0302714
G0200130,967009.8150474598
G3001030,5751898.742372903
G2000830,11712226.859022163
G0100750,127750177.40606943
G0600190,6379206805.099487
G4001350,280042941.3991605
G1303110,204150248.7842003
G0400120,222859333.78695065
G4000530,26473880.141011633
G1900110,133741289.62726215
G2800110,206615932.03866535
G2701710,635287106.192068
G2200330,3899765743.4349585
G3600410,100349116.87587492
G5400770,148283190.33727756
G3300150,1788898391.6976824
G4000370,499313953.4153574
G3400050,2678118958.238614
G5101770,1116282095.375442
G5300630,3616455581.5085306
G4200330,403210211.88936186
G2700690,33606757.93937362
G0600370,63401218952.05124
G4804310,4677422.318776897
G1301930,64122405.191874936
G3901310,179348415.946899
G5101850,364356549.2518927
G0600350,187555783.92959514
G4200850,775750867.8061079
G2902130,749415561.4648904
G1801390,100256457.27667534
G4701410,610846750.6130238
G5000190,128052545.39398712
G2902250,253802604.60428435
G4800970,317755735.98356116
G1301950,167212544.9253112
G1702030,170489381.80233034
G1302310,86246907.89770685
G4500530,151344220.11424145
G3101270,80395969.73034452
G0800430,174658752.58891413
G2200070,172235693.53710642
G4700950,41330366.31011173
G2000070,42307646.59587029
G1301550,63925778.15229419
G2400390,147858889.6173626
G4801170,92990982.73563653
G1302290,108439829.1271266
G1801450,271947834.13394976
G4800490,323830439.3753135
G2800850,262622844.49914008
G1900930,40253335.166925006
G2800710,410214437.5451078
G1702010,1712281475.5441055
G4801970,41607744.1888371
G2601250,8164073741.208639
G3000550,12090582.206466157
G4804050,79651837.7214437
G4000330,50718765.38325586
G3100950,67475448.53813109
G0400190,7135749742.685401
G4700290,286824998.48400766
G2700090,209023902.67567712
G5400530,175889626.62142095
G5300610,4935916157.32305
G1302150,1557647638.4987848
G2100410,87521571.16792434
G4800810,41204175.797024965
G2100550,94841429.66724576
G4201310,203762312.14612073
G1200930,295220712.07374823
G5300350,1815295877.7367926
G4800630,94782017.43167865
G2600990,4401571102.200928
G2900810,71274294.6224002
G3600390,386895226.0102933
G5100310,422119382.23396677
G3700610,426193533.02080715
G4700690,154230054.31884935
G4804550,133776112.15935823
G4601290,44720005.89732685
G2901270,171872685.21084803
G4000790,419627987.27440464
G3500110,18637664.368556507
G2100090,315938803.07123464
G4803630,246651350.73764887
G4700650,3403381616.2332044
G5107700,1121267906.6346335
G1200710,6678721426.618197
G2101130,378025040.4772836
G5101970,266810210.62477112
G2200190,1497013902.7227104
G1600170,428113999.0784306
G4801330,149898530.40240332
G4802070,52738459.52486634
G4200050,322653928.7649477
G4801250,21529577.931021057
G5500290,190882733.2196349
G4803950,146450695.61567968
G0201880,1598847.5677254675
G2601450,1161368585.5600874
G5400190,333532765.1574245
G2001930,43993489.934184015
G1300590,811549169.745332
G1900150,134897358.99461925
G3700230,630539490.8446181
G5400050,170321574.50087816
G4800090,68172592.42758507
G5100750,170746426.37105402
G5000250,313443785.8776853
G2601410,60371275.8299629
G5501230,129102200.87902594
G0202900,6692323.502681026
G4700490,123841976.91166079
G2000350,259164379.3463437
G4803910,56788081.582155734
G1600110,240223896.2051012
G2001510,80533849.03982115
G2100610,94204206.92422697
G3901270,210695034.95359287
G3700030,223045099.1861883
G5300230,28433154.924140908
G5101810,43172044.58317334
G2900510,726495833.2339113
G1900250,71521240.3269584
G3101710,2658550.0399217764
G3700650,399445816.5284406
G1200090,4756230164.2103
G4100070,270394949.3720387
G3101350,42149928.87640003
G1900870,155404875.81360674
G5500890,427674914.1565617
G3700630,2378022199.6580987
G3900950,3352427700.2707777
G0800490,154966226.8914541
G3701150,129634302.81193691
G0501190,4320021348.021168
G3000130,422596051.2402235
G0101210,621971992.7805482
G2901890,8344324207.690844
G4500710,317899985.28423566
G2701610,90437917.38210268
G4900410,87505461.87611324
G2700050,237981579.3105436
G4800170,32816132.30375536
G3700070,203954518.0035345
G0800630,38428996.00346477
G1700850,183651973.6427116
G1701810,108479068.7118511
G4700330,135646018.5874304
G1801470,129028259.53570905
G3200050,280822429.8694647
G2601530,59529854.58370423
G3600630,1216072917.3701239
G0600230,601266814.4650104
G2900950,6594867130.600431
G5101130,90360025.880213
G4800770,95598234.1431224
G5101550,268600104.5022784
G4600590,28354689.432499737
G3000290,723128071.187886
G3500230,35222134.09072389
G5101730,235921238.47416592
G4801510,30182403.75165725
G5300450,438962115.7518356
G2100790,128760094.7245692
G3700750,75607838.73902829
G5101430,501517743.05223995
G3101050,23667450.07545112
G2600610,157918773.49457976
G5300750,327162019.72269094
G1303190,79955221.00802505
G5400850,80067317.91495238
G3701370,79187855.30053219
G4100030,494379922.5818702
G5300050,1479291647.017367
G1700310,31090468969.377228
G4900290,27323833.49093584
G3701250,769302712.2025484
G3600970,105308712.78690282
G4000470,504796528.6985942
G0600450,459359288.25320214
G2900330,96052233.84313804
G5101070,2186920883.6067586
G3701170,152920971.687713
G3900930,1680920494.7200081
G2002090,1256417246.372
G2100150,1086082804.9132693
G2801330,155527664.70350736
G3800030,83366987.1379608
G5600230,94867479.22462964
G0100710,424768066.77350307
G5600290,184883025.0185241
G0500670,118261080.2547908
G3601090,476241379.1673727
G2700970,175308699.56356347
G2901310,240367994.0879347
G1701570,205291415.58273256
G1700350,64688490.737376854
G2001210,225533076.0421498
G0500510,1081121483.8980489
G4802370,67880387.30177286
G3600810,8992660773.804533
G5600090,79898507.38232519
G1302930,152204011.12689716
G2100290,557426378.1383955
G1302970,663566060.7603128
G3100750,3586280.828046009
G1701470,68668519.6025596
G3500190,32425198.036007006
G3700990,318734176.2914571
G4802330,143821331.189831
G4600750,4828476.319251174
G1801410,1723902101.7467055
G3500390,132787254.07357872
G2601030,415478577.0589685
G0800270,44686439.28478988
G5500470,100764039.03321025
G5100790,147474173.840459
G1302270,213875631.1946451
G1201130,1310616083.6189513
G3701190,8354169623.644012
G3900090,373613500.96879125
G1701550,34490832.69937497
G2901870,608813214.0619645
G1600270,1059400342.6445036
G5108000,582174431.3630632
G2701070,45557343.050970815
G2102110,349969721.25935686
G3800410,12092860.330856968
G0501270,99822945.77906384
G2000670,44134765.36745808
G0500010,146888195.74610394
G4200690,1482890355.6915636
G2901450,525200888.00277406
G2900990,1646416211.0994997
G2000690,29519087.533961292
G4802150,6223255367.805443
G5500430,237754046.11166105
G0100590,212616261.95269763
G1600010,2567029020.306203
G3800970,46197146.66706738
G4001070,92846617.47635585
G1301770,130965838.42411685
G4700910,134621707.78769687
G4100090,315389023.1981447
G3000770,26280232.24496423
G1302090,45807830.56338297
G5300690,39890238.48868542
G5600070,116869891.71500623
G2101550,129601954.02400483
G1901850,51712452.64320527
G2902230,115245752.6990346
G3101330,21800521.16508736
G3100570,9051781.992360093
G2200310,173905915.2454964
G4100590,451546511.03795433
G1900130,903385598.9284928
G3000490,380127215.75423664
G3200090,19102591.44345471
G3000230,144141721.17362922
G0400130,31366303119.55799
G3600250,279543184.81722003
G3200130,106928936.12282647
G1901790,280659676.6892361
G0600470,1611502031.844952
G2701130,90055462.86409096
G5101010,124194619.08912677
G5101170,313143932.4280619
G5106900,146675194.17076436
G5100630,109690069.48570225
G2901030,32385734.68194135
G4805010,32820765.271614634
G2902170,149022370.85054547
G4600150,40437892.01246403
G0500790,67648287.34112409
G3700290,64377156.51307417
G0500910,314763595.19084364
G2701350,104040884.28066541
G3400150,1598474821.8946888
G5500270,520667923.2495632
G2801090,379414091.9260719
G1301030,337694433.93041265
G4500230,242360890.08616772
G1300050,68024734.20704022
G5500850,256260132.82090765
G1701430,1273348706.33777
G4001330,195378128.53696454
G1700610,76133359.31344464
G4200970,698007062.2789711
G1700950,289563879.6571224
G0800050,3363012379.0022993
G1900970,141291390.74723127
G3000190,16068297.470909234
G2300250,261359156.08772597
G2200410,142208276.49123526
G4200930,307492573.3718306
G1901090,79811537.99411556
G4804610,22710167.098949526
G1301790,469145104.7217068
G3500350,432757087.09411037
G3500170,157877688.7939045
G5105400,381728314.9033767
G0501450,751599229.203186
G2201270,162809027.7977355
G1300910,139862282.77596885
G1901010,91702769.98602176
G0100090,395449938.6631769
G4600110,207142612.0688749
G4700030,362945700.6736163
G2600130,34974284.20203111
G0400170,593133877.2421365
G2900410,58239706.70516186
G2601390,1248307348.3177702
G4803790,94573671.63029703
G3101250,29016167.527429957
G3101210,49801809.430951476
G1301490,62631708.476924345
G1600030,36646235.482107796
G5100360,65875939.01352619
G0600490,67226226.58737418
G3800690,40782864.09997499
G2901010,376969368.7345041
G4802870,107202294.77018717
G2000170,22763999.642367776
G1700730,257090730.9730386
G5101110,82913473.0011152
G0100210,304399755.95310926
G3500130,1187191950.169383
G2400050,5330914900.871394
G1901590,36372354.45430516
G0600150,92450991.21684755
G5100190,592133364.7646356
G0501110,166670232.9074204
G3701910,933578168.5163571
G2100070,73652379.45305714
G3400370,803284248.9950659
G2600230,216209278.28340462
G4200010,581925747.1011292
G1200410,89942004.73342909
G2300030,341291068.8338256
G2700910,136737650.49808097
G1800670,485108666.7997956
G3100470,227872879.73119318
G4701810,108494341.67371781
G1200870,1132182263.9672565
G1800250,69499742.26726735
G0501290,90981506.66748989
G0100850,65538294.36972373
G2700170,170017905.57335648
G2000630,20735250.532622296
G2801550,79208753.40361397
G4500830,2599413613.919941
G1900410,139499340.7742652
G4000710,376136397.25670505
G4801410,5020502366.844923
G3900010,186817406.29026896
G3900070,562784970.7705177
G5400350,186157041.52087504
G0600550,808571072.5048836
G5500030,112663473.9722185
G0500030,152995814.63222694
G2900770,2410292376.321789
G1800550,215618886.41743276
G2500110,432207667.59955865
G2400010,495195392.2405797
G4801770,148455573.32849693
G0500050,326556483.72987264
G4100310,127583325.36646433
G3500290,126471443.68263727
G3000090,73638618.47336447
G4800430,77743047.29794699
G3000650,32227196.04410965
G1302510,111455325.02892365
G4100630,59102762.39175165
G5500930,175295021.11001554
G4803770,48176233.89460325
G1700130,27054312.733095154
G3200290,43736039.15995377
G3800170,1277018836.3161373
G5600050,269397412.8601114
G4600610,15900419.16801363
G2001370,27092505.62091983
G0100030,2052227120.1982641
G1800570,2051698312.8941457
G1000010,1225407289.655796
G4600910,45519541.151423015
G5600410,109638080.2207331
G5400810,749168656.7965069
G4001410,69387098.6771811
G3101010,73287144.29528445
G3600190,485437781.787248
G3300130,702682738.2981544
G5500410,50710601.916884266
G1300230,91852545.77959935
G4200590,163662379.7788169
G2700250,271341535.72558415
G1302470,717764162.8662739
G5400750,117007502.6253924
G3600870,1349405329.9654903
G3101770,158510015.136916
G4000890,236329643.14181286
G5600330,210629525.03556246
G2000310,104947964.99650922
G4100610,147586383.46805167
G4800650,37701500.016221665
G0400150,1660085694.3244772
G5108100,3330076982.1310635
G4200470,143534167.63283288
G2300170,272451795.23239994
G4900330,20589148.49044905
G4200790,2285328324.5867863
G1300090,313800024.78506273
G5400070,91934619.09282649
G2601010,149666211.42849636
G2001390,129991852.03087279
G2200790,1082393096.0612035
G2001150,83641057.20558746
G4802310,828700928.4810355
G2900910,302183922.3291806
G4900230,52286917.136189766
G2000090,191187230.00296026
G2800150,78898855.97470042
G2100750,57548115.45565554
G2700190,522791112.5735884
G5100130,2125564086.4766023
G2600650,1592688790.3774939
G2100350,266388945.019647
G0800410,3883945103.86647
G3901450,572941277.8370333
G2400370,789056265.3364341
G5100150,576764454.0415969
G1800630,1066340997.1863782
G2500050,2898109260.8918643
G3000630,676265278.296522
G1300610,24734300.12726423
G1302750,528650406.2775723
G4200130,846745341.9839907
G2901050,309814052.30973625
G5500090,1477545699.802188
G1200070,183781680.41594625
G2601570,262650196.5116397
G1901470,68347487.37959996
G3101030,7068331.558908253
G4800150,223542490.51164767
G3801030,51253973.1038269
G5400710,60463956.96079299
G4801130,24502861211.30065
G5101610,697457922.6834844
G2400090,675932491.0499465
G0200680,4423570.483819411
G2800270,196833239.6159556
G2100130,189036891.79674295
G2700150,137343293.4258168
G1200910,1702995332.4512472
G2400350,350527233.8714671
G2200350,39066169.583377734
G2001810,36066492.66684407
G2200950,305438048.72378373
G3600070,1161038392.214385
G4600450,33791986.306866534
G1900630,69109920.41549349
G2701170,50812652.37096283
G1301910,132131441.87949292
G4601130,2846483.699176556
G3500510,70790451.70890006
G3400390,3300799221.500169
G2801190,48387854.076071315
G4600190,60497822.708499275
G4100270,131078038.8809813
G4500810,151887998.66966763
G5106000,223701665.55887926
G4700870,73576155.59827994
G2600010,71418414.60961857
G3701550,966971724.9253258
G1901110,179513666.2364449
G2800750,711790666.406882
G4900210,239345557.94993088
G1200510,268278763.17134446
G4802410,251241404.77743873
G4802670,46100523.118357226
G2600030,67299880.47341138
G3701710,712208499.0370069
G4800250,193379918.61518496
G2000190,30062018.686189666
G4600250,24939699.11417894
G2701010,40664511.495717846
G1600410,64389955.56977255
G2900450,52757738.41861112
G4100430,753426235.3209517
G0600590,18523761070.043564
G2801230,159024401.5727432
G3700850,815023877.083386
G1600870,72818366.35754874
G4800210,659826696.0133504
G5400790,465183665.8059552
G3800210,54396124.41698774
G2701370,1437340215.420374
G2701110,479169515.71880656
G0201850,1353606.2276004287
G5600450,25026186.096751235
G5500780,14452692.378782328
G3800650,14991608.353409553
G1700490,191169153.4187434
G5400450,323268664.1160962
G4701550,1291135092.3596025
G4803310,163076320.46912137
G5500330,231212092.1795519
G4400030,1011554435.4484904
G3701430,89076579.45971008
G2101430,61141434.04495029
G5500210,261189487.744803
G0900010,4988054634.328667
G2200370,127322217.23201998
G1302450,1778862105.293978
G4701330,158088358.12979403
G5100470,415673364.0369303
G1600510,127298675.31336139
G4802250,163370404.00729927
G2801450,175692085.5591635
G4201330,2785901446.9127827
G4200290,3585916966.5188394
G1600130,346269344.2466602
G5400890,112974085.76355907
G5500710,391826590.6892202
G1303170,88260798.50235537
G1200230,507583522.5881843
G3400410,615297599.4641645
G2701050,91263214.36478302
G1201210,320356158.5911731
G1901390,246807906.53877044
G1801630,1549653626.197432
G3500060,147827057.7380013
G4600290,226679072.51842624
G2000850,94672477.25434475
G4200630,471166532.0941187
G4600470,50296998.87919901
G0101270,482754597.0515771
G2500170,8802451779.383667
G3100210,62707498.98194746
G2000770,34997040.799026504
G2101930,351229489.80998456
G2600110,73033157.60796797
G3300090,460449049.74179953
G2102230,63807829.032192826
G5400650,135150191.50524324
G3701490,192708739.62018645
G3101530,1124516206.2777302
G2000230,18381190.48923387
G5400870,97119537.24456707
G0200160,503280.1051958543
G1302690,71887904.5816098
G5100490,59794663.183805
G1300990,65054075.786619455
G2100730,483977962.136972
G4800030,80520855.50498402
G2101350,130997841.14954586
G3000610,22303301.172823355
G2600770,1296802143.53144
G4000610,103488713.16015369
G1300390,355075886.37876296
G2100970,139043502.1896595
G3901350,251393017.96243262
G4701530,98673875.69994286
G2200130,123395213.2441854
G2901490,70413561.45555222
G0900130,716698182.3039627
G1300550,150377582.94993103
G2200970,575522537.8406935
G2500030,868910857.7420628
G4500370,176493870.6729034
G1201330,153949553.1229091
G4500410,1371100632.9084413
G2900190,1188746044.9199939
G4700810,163221186.1275865
G4100190,754461976.7139244
G5101870,367491592.11498904
G2001330,119674087.81834544
G3300190,200796114.38195384
G4804450,71647177.34545293
G4803870,121719450.06575859
G3601070,232332008.73639786
G0501490,157636172.8762033
G2101970,80342905.94048232
G1800510,227234511.64870054
G3900290,655970728.717393
G1600730,64355863.35948871
G3601210,206608723.1272047
G4804970,474354750.05656475
G1300730,895409420.2919619
G1300010,121585102.07258779
G3800290,22119011.88128946
G2200930,127070453.10224636
G1302630,39451643.9901277
G2600050,492118699.8404863
G4801050,31212465.41084017
G2001910,130220812.20541716
G2201010,407835102.8303789
G0500970,78098709.97221717
G4001530,146183914.8460611
G4100650,206022343.2544322
G5600110,49790454.093025364
G4803930,6529043.969470557
G1901310,64470143.60214461
G3101170,1445156.2493457915
G4801270,84364952.94507658
G0600950,2463371942.552772
G4000870,314409770.85250235
G5501310,649889953.6749678
G2600630,209786143.53298667
G0501090,91032205.20256807
G3601190,5154599159.702335
G4001370,438385769.9480201
G4805030,158772895.78522557
G2200110,296746050.9098737
G0500470,128138645.5169378
G2100650,111293228.6201562
G0800510,175249868.39131027
G2800390,145843411.5364364
G1801810,174148870.6649453
G3700930,405501347.2065137
G0800810,74047496.33186029
G3400290,3609397262.1913176
G4500290,316753090.5432699
G4804390,18091038493.03577
G2000950,58087560.498635635
G4804230,1829211858.438148
G2300290,212311885.03992212
G0800670,289300256.2410459
G3101310,106468051.70590034
G1800310,183256140.19748694
G4800290,15457621222.9811
G5106500,929526198.3254523
G2900690,233461899.27986854
G1801010,78226302.00860167
G0500810,112416129.86689153
G4000130,388665196.28903073
G2901590,297402845.7957997
G1600310,119152628.13598745
G1901750,63807568.32961181
G2100930,939509890.0353873
G4800730,519034334.6897111
G4803990,60200168.06791115
G4000910,208201834.20348942
G3901690,560414804.6929584
G4500070,1556427104.2237036
G0101310,87213286.40244626
G3101790,71667888.58653265
G1901230,124710409.84770362
G2400310,6761985736.558535
G0100350,107545916.59500259
G0801090,29290632.18024054
G2901850,82448495.51383346
G2001530,18621765.28812298
G4801450,131486516.38947779
G2801390,155177649.38849843
G1801610,42924885.515919834
G2200850,244270921.13303024
G4000750,80514814.06146856
G1300830,115018837.56850089
G3900330,253146425.55800468
G1200010,2104013837.2153275
G1701770,289632086.1970662
G1600350,85067402.35177621
G3700570,1358607783.6500852
G5500990,102461555.40470415
G1301150,756188127.7875731
G4802550,98594719.16278997
G4601250,53866346.04320449
G5500390,537656860.1546198
G5500690,125124904.38971904
G4500790,3502158091.4375896
