geography,total_electricity
G5101930,186383102.9622609
G3701230,231717725.03680745
G5100850,914094090.8230166
G3500310,319939493.36882067
G1302490,40171886.76615671
G5101950,264198131.41350582
G3700050,115781144.94759321
G0601130,1141716548.2539248
G0100470,408741967.49060917
G1901370,66820067.07855222
G2800610,136470501.71074632
G2102170,161002870.1194269
G4200410,1759297794.6335638
G1800030,2552019091.3784065
G4200550,1009231884.1743536
G3101130,4059737.891114194
G1201190,909716024.2347744
G4600350,165918106.520381
G2001130,214279674.9317921
G2600950,42874122.459388696
G4804130,23860244.073179893
G4601070,23257041.428434122
G3800230,18088183.52752107
G3101150,4841120.764290336
G0400250,1480927365.213313
G1200890,711031155.9884796
G2600470,199539750.75408828
G1900990,233200231.04817578
G2901470,129008802.16873051
G3601010,510490029.9588896
G3600450,735832998.4889543
G0100450,413667358.8003778
G5000230,267905506.79095164
G4500150,1295652014.3176963
G4803590,6136846.938309154
G4400070,3287732640.388257
G3000510,7193524.1940138405
G1600190,681905541.3327855
G4500470,642159972.6954491
G2300010,572921310.7147641
G5400330,472833714.54950845
G4802890,140299508.99576756
G1301390,1244626485.9550977
G2100910,44924912.9885372
G3000670,119066924.69617657
G1801130,270648127.0903995
G2700770,40076209.75714775
G4200250,561937206.9983119
G1302810,90155658.0059081
G0800190,63456661.206882305
G1900610,563154350.8160107
G2700490,260790881.95819902
G0100150,924477313.69283
G0100610,240034555.90689316
G3400170,3608882570.30196
G3900870,420954722.59639764
G3600510,291717506.51127404
G0801030,32628230.932430502
G5100730,231715004.61105737
G4700790,304192055.2034857
G2101870,76700010.87970746
G5600210,592497950.9313991
G5300210,525575891.9759569
G0101010,2118746017.9732914
G0600510,136835619.61600858
G2800650,86736022.16409363
G1901950,41425716.858201385
G5300170,316478080.25883955
G4200570,90553924.03713031
G2901330,84170553.9372877
G4801310,109881231.03838752
G1600690,209221227.1762367
G2600210,998274864.6086814
G3100110,61894953.643539675
G4500130,1566296740.5850482
G3101750,35162599.8236279
G2201110,191683436.17226818
G4001510,58392228.15411935
G3600550,4866361903.895564
G1302950,487973694.7404325
G1901350,47379523.783938944
G4803750,1159290218.4214835
G0801050,82892021.76320449
G0501410,154078194.58637387
G0500190,157506354.76506323
G4100150,158708632.40424135
G1800330,230939572.7707624
G1800370,263433266.60440475
G1302170,722930414.4498968
G3000030,62647830.54083128
G4100330,703395910.0009158
G5400550,503171492.2062025
G3901650,1391991823.1409888
G5101310,124643047.05342002
G5100230,238380349.15103266
G1300750,138056312.1020836
G1701950,393030181.021122
G0600770,3963789199.6918945
G2701270,104304271.17015319
G1302610,234274474.18733966
G2700530,8909707055.67698
G0600010,7457914205.887771
G4700050,131425905.98709625
G3001010,38704579.84438498
G4701210,92359132.18067522
G3800430,26203471.615259945
G2001830,26662845.88137238
G4700930,4348873851.001751
G1801370,188493382.9117108
G4700090,1024672296.0323682
G1301890,139397596.35346046
G4001150,254875085.99897662
G1900790,76541935.58913514
G0600130,5378604598.591333
G3701970,260814779.0624451
G2700230,80121992.40219018
G4803270,20578873.835175723
G5105950,24233306.768459696
G3200010,136536016.01759616
G1600550,1135570324.1207721
G3000690,970109.0019814788
G3900650,205057623.49274588
G2601430,191281051.94883716
G4802650,423531103.82931286
G1201230,196769754.51545173
G5100910,24267856.50219912
G1900810,50040116.4997545
G4803450,7822998.891568305
G2800970,94997510.5508768
G1900890,54822403.588399
G3700010,1148947070.0079772
G0601010,532727440.10488653
G2400270,2140228453.0031686
G5500830,205135223.55001563
G2200890,340067691.28122085
G2600690,164852615.2783954
G4700430,393897357.8534852
G4001250,591435597.347873
G3901610,203946111.9457853
G4500030,1267796166.841401
G2601210,929470999.8351876
G0501370,98500486.14807354
G0600750,5484077985.427186
G2700410,288259152.93369853
G5500590,844754410.8669281
G3200210,37865842.834925845
G2900550,173459656.77659833
G2701390,658799756.3055942
G1901210,88588378.78356987
G1700450,110991799.54718633
G2801210,1115242885.9860208
G1701450,159377464.75698218
G3000350,80859955.22716813
G2800730,434252133.03488535
G3100030,46879845.69163185
G4601270,99845150.66607252
G2000390,16725535.803817118
G1700830,122545534.05216736
G3701410,434745431.0619362
G4804690,670901176.7941751
G2001610,436850157.06838405
G1300630,2303744142.22708
G5300370,445270406.9208714
G2900230,325183217.1148256
G1801230,126250586.10193312
G4700170,225516976.61029077
G1301690,164729826.7822167
G1200330,2562001708.6814313
G2300310,1131971124.338243
G3900390,252947047.04609084
G1701590,113006701.15926692
G4000830,288245232.16646904
G4801210,5844651634.754622
G4100010,130598594.7995823
G1302230,942556534.5180303
G1300850,181271866.54318008
G2102310,175680564.03731263
G0500130,47112792.4292371
G4000070,33254835.075791337
G4803610,665210535.0273511
G3700270,606495497.7566696
G2600910,435014259.9562659
G1701750,33022556.032152865
G1301090,95937123.07562168
G3600010,2610775585.780944
G1200450,165751329.53951186
G5501410,380230871.509415
G3500070,138848147.22391638
G4801850,218645448.7452693
G2200150,1090672034.7000759
G1200830,2636511561.843078
G2901650,774253374.3615389
G4800370,781554278.5018449
G1801590,83908511.71306217
G1900670,84157369.96517536
G4800410,1468541344.1631572
G4800190,173676992.97519612
G4700310,402807523.4731549
G5400970,135800565.38433546
G3700210,2248243481.4727883
G4200890,1269767552.1247628
G3205100,307377950.7023145
G4803170,29598211.833235513
G2800950,248016565.83478665
G0501010,59499474.14863305
G3100070,21216570.390416082
G1701670,1345972966.2525737
G4100130,172098704.96536824
G4803570,68942154.43639195
G0500550,330140339.74698234
G3400190,657324485.8634179
G2201230,68569019.2405958
G4900570,1096784518.9687176
G5400030,849348875.7502491
G2001070,75137465.64326225
G4600130,317064336.81038815
G3500470,133478473.41933303
G3800770,113043860.04536293
G2901170,93523561.60254858
G1700470,37834668.54739343
G5501010,1108864280.4246655
G3500210,7779321.093370415
G5400690,348969504.2966652
G1800190,994825026.0041313
G3701390,321582830.2109866
G2900610,50904997.15626695
G4700610,91247297.30475608
G2700590,179920125.95749432
G2200590,87893190.22784442
G4601110,12607105.238147723
G2801490,474864562.2052388
G4801910,18893742.818775345
G2102130,114869915.71421754
G2000990,166110629.20080388
G4600870,34011515.63333326
G1901930,780491887.087743
G2201070,45338409.25157925
G4701190,788162978.4309175
G3800470,35995072.32045113
G3500610,402114993.7502507
G2400330,5634512484.10225
G2600850,118962724.50943758
G0900050,1085716218.3372703
G5100210,47152078.511415206
G0200700,3912402.4739146293
G1701150,824672768.0812275
G5100950,480251316.80328745
G4701490,2108638044.8266146
G2101070,323683277.5015193
G1800170,202831346.34924316
G1201290,262535136.86038625
G2500190,72198646.32801344
G4200650,231146796.86606663
G2500010,1375569414.9509428
G4801650,105154358.94377296
G4700710,197657518.35980022
G1700150,87084605.15783297
G2900630,67387945.6088234
G2600310,154155636.14349675
G0600170,1030731598.6595621
G1301750,479120959.71134305
G2901090,295668312.56636524
G4900270,41542998.85054708
G2901690,280870262.17097366
G3701350,793451927.9657378
G3400250,3625251992.4123363
G3900270,325770434.06902385
G4700770,188976819.21409464
G4801810,1138999995.187743
G2101530,118700827.49259368
G1901270,251307794.0207165
G1901690,546144438.2251749
G5107500,98531644.21818271
G0801150,7715442.790532727
G0600410,1101444837.2696064
G5500110,63195664.830098495
G4900430,396377618.6716652
G5400490,359873585.86816084
G2902030,43170767.428905375
G5600270,19479248.568216067
G3901670,375765639.09642184
G3001070,9755404.183128579
G2900790,86585490.01695731
G1800410,142868107.16692495
G0800210,32561068.57780566
G2700730,53572348.75133991
G5101090,234630707.60133678
G2001950,19038577.63952489
G2101810,48995425.86767312
G2700870,44898137.1738523
G1801430,154791535.09915042
G4803650,192874298.36194205
G2000910,4466466395.434849
G2600730,293645902.1254891
G4701070,427710305.7148331
G1200570,10937162684.06712
G1302550,487777343.75916886
G2900650,105896763.8002691
G3701670,464840988.5812188
G0100830,656405000.0628113
G3000830,66509677.98603309
G5300330,13772391916.96187
G4701790,1223693922.2596674
G2001430,34339968.26199388
G4200990,273644436.0495257
G2102010,14330626.660781004
G4100390,2902184838.5923815
G4803490,388369443.1671232
G0500330,506216770.8682569
G2701030,137597045.95362723
G4100350,435562538.8311121
G5106780,34643352.01162887
G3701890,393798605.14907706
G4900190,51113528.10306458
G0800750,113569776.87282023
G1303090,47081286.53798254
G3900030,675218144.0983803
G4800310,111072940.32622802
G2101750,82334034.00015825
G5500810,219057736.0532382
G2700950,137521119.98447993
G3701570,770438238.1484787
G3800490,42833735.53247461
G4802610,6580330.265344768
G2101490,83533372.52220415
G2001410,22889052.857776053
G3700830,361229467.11690784
G2200210,87851702.94710165
G2901410,231993027.1728912
G3700730,70387664.02712785
G2700030,1785614826.1140995
G2201130,445700096.9603424
G3100310,41598835.904155985
G3000930,182585662.4849715
G3800990,80289650.40048385
G2701450,1042892698.128772
G4200610,260148895.6079568
G1800210,139501324.63625294
G2601470,741325948.8091716
G1301290,360952178.56155336
G4803390,4234311171.0998545
G4200750,793517806.014972
G2801050,324447980.20149285
G2800930,288598282.0400053
G3900810,509087855.4141525
G2102030,136853090.61274654
G5400470,186333523.24558166
G4804590,270568187.77039874
G2900110,118123663.66362727
G2001090,27582045.08946108
G1300430,87327291.37398219
G2201170,348087657.80664915
G1700170,82143074.85292536
G2800570,166295169.20258975
G1701390,76860416.36447272
G5100110,93895007.07627852
G4803410,98212598.50085364
G4802090,1379393819.6534152
G0800330,5476600.017515656
G3000050,25583523.227691613
G2600070,140772825.25393218
G5300430,88296124.83052337
G0600310,700579611.2529275
G3100590,39452322.49632541
G0601050,123387365.5020595
G1701930,81351660.87349173
G3000970,19873338.598576877
G1300650,39144427.80202333
G2200630,873572829.5933081
G3100990,41710624.27744181
G4600670,48542443.73020524
G4200070,1094866868.6452634
G2101230,107142920.23438798
G4701690,41434131.53996808
G3000950,66898600.780559525
G1901910,99402682.09031713
G1700430,5626563781.1907215
G2102210,98983400.24958917
G1801250,54844048.15818389
G5300550,139500084.264462
G1701070,155053674.76818877
G3901730,748305680.7107964
G5106700,200654030.72192
G2701550,39600612.650673054
G2701590,122110897.31635824
G3901530,3451186280.0863657
G5106800,701080418.814903
G4701730,127615898.8622494
G2100830,328386652.91284907
G2700570,180343220.8673005
G0500150,229226534.13452286
G2800290,172241801.55432248
G3901010,390510921.978071
G2101650,41027624.96096684
G3800810,39587868.449264556
G4802210,465756246.1526519
G4802730,275157831.2364889
G2801110,93266206.13471302
G3600050,4928465625.307337
G4700750,108767061.42441899
G4600370,50083803.27641635
G5500870,1033931987.2265213
G1700710,32851370.073555395
G2801370,177142986.3452474
G5400930,62163741.68991049
G3600470,9784349645.477459
G1300310,604600305.363569
G2200830,130647096.76938167
G0500390,70562331.04941967
G0800870,140842192.7190301
G2101590,84686670.63583086
G2900310,685525620.6487111
G4900170,23691517.683182694
G5000030,175299971.38069472
G0500230,291516674.4435291
G0100970,3534796477.1593003
G3900490,8707141629.69317
G4500330,252086667.4408331
G1900230,103778011.08590701
G3701630,487234742.96972823
G4803030,2601749345.415526
G4700370,6813475146.06385
G4803470,691034636.6203774
G4701130,795080204.9681187
G4700630,538244796.295437
G2200750,139937676.68837923
G3901570,517948883.64291376
G1301610,146175501.5998627
G4000170,886428798.498443
G3000730,33035269.768678315
G3600210,409788712.69460875
G3901250,91159153.33091642
G1300790,72620881.11326435
G2100230,52161803.22618657
G1900090,37268705.352603026
G3500550,177275481.42541456
G4600210,11863749.857746415
G4000010,179514358.79596353
G4804950,41330305.44078757
G4802170,310753123.7563524
G2102370,64898751.35055984
G4802830,50293084.30057973
G2101310,81085074.08995964
G2801610,83030801.5415985
G5101150,88910175.54701753
G3800090,57427906.53799156
G4701890,1155465183.7128634
G5100690,576299561.4860806
G3600130,777329008.8204238
G4000590,22595928.958466038
G3700810,4355147589.463707
G3800890,184007250.5572604
G5100270,174491739.1351543
G2001750,128376981.13019931
G3901090,754217791.008264
G3700590,334813729.38080347
G4803370,157176246.33525592
G3700330,142401803.4288137
G3100430,143913497.03731808
G1801510,253810774.59895837
G4201130,72297053.31827688
G1701330,246943349.48611048
G1800890,3032872853.5935993
G2201190,287115076.6796581
G1800710,292839893.72483414
G5600390,190736030.9216846
G4001190,650911274.4468477
G5101210,763309963.4110243
G3900170,2460984775.6475363
G2101850,379693498.62949836
G3100630,21179752.450026207
G1800110,445124227.2495983
G1301270,834884371.7553493
G1800970,7957352163.213274
G3001050,47532272.131755896
G0600930,312976914.0544053
G4201030,453432930.86480445
G2801510,324062220.18848914
G5101750,119254689.02362922
G5501290,119832970.3453573
G3101430,29373903.11332704
G1600810,66419706.299360946
G2100390,35087246.20257053
G5300770,1879124482.6071088
G4700730,418632823.53276455
G1900190,72747318.57695144
G1200970,2517041995.12683
G4600330,59461679.91350107
G2701630,1184016000.6173213
G2200450,594172386.9031358
G2000790,202667260.739834
G4804510,885108277.0106597
G2801570,80189502.84577657
G3600430,394949816.97479045
G0600890,1223419497.3308043
G3800350,507810990.95087737
G1901450,100243048.08524705
G4200670,133298161.81538077
G4804850,1125011206.0097153
G2900050,51389229.41618666
G3100530,283100834.5673584
G3601110,1134365853.8537645
G4701110,148140114.72728637
G1800750,130623027.55497035
G3700110,152087137.73519132
G1800070,50027332.61390216
G4000230,135008101.2894613
G1701370,203321077.33296824
G2102070,134340756.7105436
G3901430,342702558.72628146
G4801430,284173990.3806553
G0600690,264728075.5783406
G2900730,123515210.29052246
G2700290,68328822.13484065
G2601230,212551078.06289005
G4800570,219459048.78306615
G2700610,293638957.1141907
G0801170,311904475.06330717
G2900270,310178325.5790465
G2901530,64947967.97868707
G3900350,8564046050.372398
G2002050,70060614.70400998
G4500010,190845798.8157478
G3100370,82775405.98535678
G5100670,483448676.23710686
G0600710,15882686461.746119
G5300290,495106698.75236464
G4801470,269338458.41591406
G5400130,44966777.71304993
G1900210,152992812.84719932
G4000490,241029790.7177326
G3801010,540903187.0222344
G3900050,298516367.8858527
G0501170,71394227.22154462
G1302590,27589177.116116866
G3101650,8491071.679289352
G1900650,141782946.56506473
G3101610,69074714.11859487
G1302130,205388575.91178232
G0500690,555570898.5514718
G2201030,2050117080.3960307
G1302210,113008259.47514127
G5101830,57650834.61722736
G1701490,95589990.6938456
G0500110,82836571.00931223
G1801490,118625071.32462396
G4201250,1423121993.874318
G3701310,171760215.94750756
G2200270,104331973.36692142
G2101570,229569723.64039358
G2001690,393708782.83841425
G1600390,194273375.42448577
G2001110,206389835.25041518
G3901210,65903542.68443399
G1901150,59934359.99044088
G1700590,32594107.002943274
G3101110,278611055.1570457
G5106400,78386581.47035646
G1700050,88096836.16823041
G2500070,113347675.12049836
G2902090,334882251.8006181
G3701590,1039177181.4483421
G3900970,249325687.37654787
G1302650,10065581.762789661
G2101710,87230854.873695
G1900550,75567556.0792365
G1901630,1197270905.3357086
G2902110,46918933.18646568
G3700170,286243015.17536426
G1201310,682220440.3937737
G2000710,10200873.972033603
G1701610,928285190.7675285
G4600690,12514233.796029093
G5107900,183089324.37715834
G1300450,876812694.8518063
G4804790,1829920152.1035614
G3700530,242940573.40448165
G5101790,901267831.4602287
G2101250,455849684.23934114
G3300070,196212109.657462
G1600830,612337323.7637982
G4804150,97123906.91988327
G3900250,1402238224.3527732
G4800610,3255309559.3428755
G1800770,219500009.94489968
G0600030,15915893.871686067
G4600390,13116929.187900836
G3800850,20373325.81428054
G4701850,203461841.6188329
G3600950,191988857.5186484
G3900890,956005243.6700941
G5400110,1118265013.5529983
G2800330,1309077220.9295354
G4200090,289372114.97574353
G2600370,381117626.9467671
G1302430,59372712.3290735
G4700890,427564963.19838053
G4600770,44095540.53005655
G5500190,140843387.40322265
G3901150,89877107.47486648
G4000110,97979549.26061341
G2902070,223914079.16522565
G4802790,94481863.32965457
G1900950,90364433.32118495
G4600490,11478717.280273521
G0500250,55352587.679691814
G2800830,169250468.25993222
G1800470,139566951.68335405
G2101950,480792287.9517429
G1300490,69022280.77793431
G0801190,153538426.356753
G4601190,12412674.886831164
G4900010,43299983.860931784
G1900470,109215557.02382816
G1901030,835220890.2654915
G4201170,258929339.8765772
G4601090,62285534.63977125
G0501310,1268253981.4368396
G0601030,333467290.0288306
G2400190,322579814.8987168
G4701310,236806577.3980896
G1200150,1657208544.1036978
G4802810,125626356.58655103
G3600690,783738135.8198173
G4600990,1305705604.3503935
G0101070,160388836.2558944
G2700390,70782292.5860557
G5500550,456692081.23619694
G5101390,158912904.27771693
G1700210,209012318.6183629
G4201210,269134788.77699697
G0100270,102202585.74110202
G1301130,817192412.1200823
G2601650,145971012.04179347
G3200070,332597981.729135
G1801830,176105734.12546253
G2101770,217102074.7467656
G2001050,29989521.34306382
G2600390,83907136.37853093
G1900750,62574491.21967049
G1200430,98922045.14594443
G2200530,211856870.7918873
G2901510,104264888.42005092
G4000950,155523868.8085153
G0800890,83388867.8476245
G2900850,118116839.91895613
G0100570,123071912.24405879
G1701710,22305107.96047038
G1301570,454397898.74833614
G4804570,144221681.295753
G4801290,27699968.618628345
G0200600,182653.2441273044
G2100510,148601485.11390823
G1301250,24894130.564264704
G1701030,163164651.30144718
G3900610,6606785293.632587
G3901290,295234232.57858086
G5100010,297876621.6391554
G3701930,537600189.804791
G1200690,2682877374.693667
G2100270,162340981.5569101
G0800790,9043792.082319176
G4804110,34757618.39969959
G2102090,433777171.16135716
G2900370,644154722.5797415
G1200550,956649077.5124621
G3200190,243502418.68802875
G2900170,67757412.43014249
G5401070,741466404.3491971
G0500930,344181850.6920233
G3900470,264566616.80486852
G4000090,165684678.41116408
G1801350,148703006.62719852
G2500090,4462842782.761946
G0400090,178584535.8006665
G3000210,52148704.6487071
G1701190,1773417653.3012958
G5101570,63057326.98783192
G4700350,397334385.6370837
G4800270,2586686398.271919
G5100610,519081156.3765066
G5101050,186463512.5792511
G3100710,11119608.686111636
G3700670,3459114963.1576014
G2001310,81513201.2013937
G2701510,86861827.5989034
G0501390,295332285.7565768
G2200550,2024583730.6136804
G5106830,280432151.72382164
G4900050,327020481.0566391
G2100850,164261845.27974486
G2800070,152341321.14984027
G3200170,34315827.652697645
G2100030,117743524.2902889
G2900570,51084956.77057
G4100210,21756072.65391911
G2800810,675756646.7254075
G3701950,773126464.4082224
G0101250,1490956214.7413988
G4200110,2531183643.0504913
G4601350,171336748.81232178
G1700190,1283316769.6188838
G2700450,109649100.06789093
G3600350,317148569.2309894
G3600610,19123987333.17209
G3400110,778594141.3243296
G1600430,119142781.38382106
G1301510,1617984147.1523848
G2801530,143445826.7111083
G2905100,3826880961.443005
G3500050,350840957.5154568
G3701090,630394481.4386145
G0801210,26678086.086052556
G3900830,316272248.87791985
G4500510,4285775928.3349447
G5501030,84512551.69279738
G0800450,264263148.870129
G3800590,187436491.67574865
G4801110,31702422.61039064
G3601230,144615856.87118807
G1600150,66686244.24229472
G3900550,521726027.1066261
G4802590,293498344.4538797
G1302350,71341901.27324365
G4000190,380745499.71833265
G2601110,465197248.24872804
G5400010,77257609.53297701
G3300010,409762659.9564065
G2000430,45427658.0546827
G4800690,38401835.123614214
G3000390,27434721.116250437
G0400110,53945671.84820658
G2400030,3851211848.8252916
G3101810,24869715.97963786
G5300590,89921116.0075518
G1700110,188348631.72321245
G5501330,2213522182.874339
G2500250,6086657010.737491
G1301590,132145678.1344572
G5400250,361619292.54663146
G5500610,74640348.4578633
G3100090,6191859.3754111035
G3600270,1863268076.4645553
G3100490,29867899.42176084
G5101490,230860871.4987554
G4601030,724245016.0993068
G0101110,215455870.99491614
G1300210,1335133752.4421594
G5401030,98746150.74212663
G2900430,528569634.9230402
G4001390,127091862.21285042
G3100870,16887332.414731394
G5100510,113564399.14705092
G0100690,870764441.0441254
G4801570,4760926201.618145
G1302010,37349135.95553962
G1300350,154030986.45268175
G5300110,2628025457.06347
G2801030,55662060.4971027
G0600730,18210605333.52841
G1300930,92176576.89711851
G2701490,27474308.925787922
G4100530,425865862.47020066
G4803890,99272156.1630278
G2700810,41881112.317524955
G4800010,299575489.9796579
G0500730,57472968.153539285
G1301630,115032360.6152246
G3900190,162535796.24440497
G4601210,29361548.675705627
G2001010,15317301.74333671
G4500630,2287443429.9915414
G0501050,83565072.85952961
G3101850,110407910.76384307
G5500250,3444006289.853595
G2101410,161876919.82972813
G0501330,121935781.45156851
G4001430,7254258082.584268
G3900690,169843981.106992
G0600910,23213233.02667365
G3200230,289574445.5881136
G0800850,207508141.05677634
G4200030,9373367191.732798
G3100890,87874610.6364341
G2001650,14610637.481582465
G3200330,77325515.73036692
G4900110,1325965152.6229146
G0201100,59656728.074072085
G1701210,226580066.37329876
G1800730,166148136.7228566
G3901550,1301782149.5121264
G4800450,14518373.274050321
G4803150,91545862.99184656
G5500490,144080581.01115435
G4900130,103045113.31053883
G2901150,99666304.75985244
G2900890,69032178.51897357
G2801250,31038742.605168074
G5000270,263491237.38137007
G0800950,26737300.63912435
G3600750,619956116.7067829
G5500630,612051488.0138429
G3101230,37765789.11679758
G3600290,5377866825.391917
G2902150,169667239.67680717
G3800950,21484750.871414244
G4600550,3207470.249662814
G5500770,78502668.83730605
G2001970,48308949.750230685
G2400430,1380826114.0477974
G1900370,54904237.016370595
G5101690,204911515.58543962
G3800730,41302386.6923429
G5300670,1823575726.2349443
G4803290,1103862235.3711557
G3000990,30406990.500902466
G4400010,228841930.12716788
G5101270,156984498.43090868
G4000570,14986305.577479515
G4200950,1909742268.962673
G1700930,514677183.8933431
G0500270,200684835.46799672
G4802290,19637960.112130657
G4804170,26590396.71253412
G2701470,182877740.03534693
G0501470,60996873.15440781
G0800610,10611294.679314123
G5105200,206635592.3378495
G1901970,71625574.5564253
G3100450,78512356.08409898
G2200430,118708557.59199764
G2000030,62249592.38288891
G4000650,237222739.23738313
G0800310,5208394332.964977
G3600850,2038154683.616547
G1200810,2895061949.044893
G3701050,429412339.91455793
G1900310,115198601.41702378
G1302110,133672620.37808663
G2800910,208262917.10116223
G1800130,143247532.5763433
G5100430,157728098.36368173
G1901050,98640141.63133831
G0101090,237651351.19737548
G2901730,75162292.48125818
G3000430,51171784.53654233
G3800570,96270850.2301767
G3900510,215299709.987754
G1600290,38479045.53035825
G0600050,160930192.6126539
G4802390,104024234.9923979
G2800230,116946394.89369752
G2902010,269218404.51600164
G5400730,40349272.01842964
G4200350,291899687.11139804
G0601150,377934034.19916314
G1901730,62092094.34922773
G2700890,59587073.97171801
G1300330,172529359.23914757
G1300670,5088838283.97238
G1900050,75977711.85223624
G3000890,74643907.48288159
G2101730,188394816.01611948
G0900030,5858917827.768906
G4201290,2253408446.1325297
G2601370,138224402.64597076
G2901290,18623975.428564675
G2101330,165880557.25553387
G3500090,257192966.3408069
G1901070,68443266.73474434
G4200310,172737371.26264375
G2002010,41008976.92323586
G1901250,213832142.69765553
G4804330,10267860.467318526
G2700310,88133943.3025954
G4803070,63910436.28802753
G0100290,81314218.3637072
G4803330,42737165.04690978
G0501030,220466813.90734428
G2700010,168261043.1064433
G1000030,3856293734.372308
G4700110,812543819.3250914
G1801190,131971061.87879324
G1301170,1266087473.6766338
G3700690,446719556.1747099
G1600090,62898241.79464289
G3300030,380106060.2040055
G4500850,890146302.4959548
G3901470,425677548.3357376
G1901890,47725933.73699912
G1600790,90925075.15610841
G1600050,476633582.48764986
G2102250,91580063.50033112
G4802910,532799129.8300308
G2101390,81932513.00634967
G0801070,135316614.27915153
G2101370,190125732.80491573
G4802930,186894582.37143233
G5400270,188614375.28888708
G1801170,149397694.58839816
G5400510,223550437.35317636
G3000470,233333424.28066474
G4600730,5537903.4089675695
G2201210,156572008.0851421
G2001170,61834063.76157748
G1700290,331328737.8042104
G0100250,180461865.40332317
G3700450,762671192.3220973
G3200310,2936061812.530635
G5600030,87213701.17633256
G2701730,55436930.3423526
G0800090,19411125.33659623
G3500370,69272233.35301745
G1801550,69951051.27525538
G1700510,114884405.73628187
G3000750,6452855.833757402
G3100770,20340481.377166837
G4804890,125093291.79261914
G4001010,645679360.7214737
G1801070,230103480.76849797
G1901810,242541205.9443358
G2700470,165002502.57747158
G0100410,114217194.12197867
G4700270,79448016.87457642
G3600830,1031771565.5685732
G4601230,66798906.99306625
G3800630,30102493.55193689
G2800130,96335611.23929879
G2101670,183592460.32208616
G5100650,135985956.29790178
G4800330,5043845.353207255
G4800550,242134381.3996564
G1701270,73625199.07902007
G4500350,944063494.7535417
G1700090,22983699.110837914
G1600490,105788509.63859454
G0600670,9328769881.33782
G1801030,191120400.92564583
G3101190,268021265.20512593
G4804650,318284320.0855514
G3000150,20554802.490460772
G5500450,165907680.38556242
G1301230,213505349.0582066
G3500270,199095572.93886793
G4802990,250192987.7450521
G0800830,134327427.1694488
G1301450,220474849.9227832
G5600150,78687992.12588292
G1300710,318103930.20080256
G0800550,39714748.81483938
G3101830,5237433.5696388
G2701670,20305551.17895446
G4803250,273403373.32627404
G4001310,655139695.2060559
G1900170,121469609.681509
G3601150,295883608.88630146
G0800110,16921513.00040104
G2801150,208981436.34946662
G2901670,218763796.2346152
G2700210,233032556.43045288
G2000370,287989649.50875723
G4802430,19122329.692171652
G3900730,206612014.05758414
G3700790,130931900.69730526
G3701610,526728414.67880654
G1800010,205781194.8092851
G3700470,462747010.3562926
G4500890,217250724.442781
G4804930,313527039.6097443
G5100330,192117597.79871115
G1301870,186264758.89267862
G4804990,388623028.14991486
G3600910,1358422308.7845273
G2700330,62389234.6283266
G4000810,303154749.1991634
G5100070,85186759.27689397
G4700670,35342863.214064375
G5500010,163309028.88130298
G2101190,139963510.76265472
G4600790,89312740.54290114
G5101910,466210514.49822503
G2100570,46292153.21617628
G0600270,133487660.10142538
G0800530,6734389.33257533
G4500870,226636216.54737622
G4001110,316099874.8119229
G1801090,463617082.13067377
G3901710,241501005.3468919
G2000050,97561823.88121238
G0201300,5068838.135729318
G2800550,6167932.235739606
